job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
6705,Art Teacher,"US, NY, Albany",,,"The Albany Charter School Network is a family of charter schools in the City of Albany that works to prepare children for meaningful future lives – as purposeful, productive, and participatory citizens of New York, the United States, and the world.Our strong and unified movement of charter schools collaborates with parents to provide for all students a vibrant academic environment and dynamic learning experiences that create what we call “Future Life Opportunity” – a pathway to success in college, career, and community life.The Albany Charter School Network and the schools that comprise our community are always looking for highly committed and highly skilled people to come and join us in the exciting and meaningful work of helping create Future Life Opportunity for this generation of students.Please take the time to look at the various open positions on our site. If there is a role for which you think you would be a great match, then we encourage you to learn more about it and submit an application.","Do you have what it takes to cultivate the next generation of “Scientific Artists” – students with both the disciplined expertise and creative imagination to contribute effectively to the betterment of the global society? If so, the Albany Charter School Network may be the place for you! We are looking for an Art Teacher to join our team of professionals committed to helping our students write like Frederick Douglass and reason like Albert Einstein.POSITION SUMMARYAs an Art Teacher, you will work collaboratively with other instructional staff and the instructional leader to champion a high-quality education for each and every student while cultivating success for future life opportunities in college, career, and community. You will participate in both horizontal and vertical planning to ensure every student’s academic needs are met. You will also develop strategies for the design, delivery, modification, and extension of Common Core and New York State Standards-aligned curriculum and instruction, allowing all students to engage in active academic challenge and growth. As you work collaboratively with your peers to foster a thirst for lifelong learning, you will be responsible for your students’ performance and your own personal and professional growth.ABOUT THE NETWORKThe Albany Charter School Network is a family of charter schools in the city of Albany that works to prepare students for meaningful future lives – as purposeful, productive, and participatory citizens of New York, the United States, and the world. Our strong and unified movement of charter schools collaborates with parents to provide all students a vibrant academic environment and dynamic learning experience that create what we call “Future Life Opportunity” – a pathway to success in college, career, and community life.  We create this environment and these experiences with a focus on Choice, Reliability, Quality, and Growth.Choice: Engaged in the challenging and fulfilling work of learning for ourselves, and teaching others how to make informed decisions.  Reliability: Achieving high levels of student performance with low variability in academic and operational delivery within and between schools.Quality: Delivering excellent teaching and learning, and general school operations, through superior execution of research-based practices.Growth: Ensuring personal, academic, and professional growth for the Network community stakeholders and the Albany area as a whole.ART TEACHER JOB DESCRIPTION DETAILSPLAN Works with the instructional leader, school leadership team, and instructional staff to establish a Common Core and New York State Standards-oriented curriculum that engages students in active academic challenge and growth.Cultivates a culture of high-expectations-great-outcomes learning in which students can achieve the highest standards of success.PREPAREDevelops collaborative relationships with colleagues and school leadership to ensure quality teaching and learning for all students.Through professional development, serves as the lead learner while building knowledge and expertise in art. PROCESSEngages in active classroom management to ensure students represent their peers and teachers with excellence.Develops and maintains open communication with parents and families.PREDICTUses predictive analysis to design, deliver, and modify teaching practices to support student growth and learning.Analyzes various student performance assessments, identifies areas of growth, and implements appropriate curriculum and instructional modifications to support student development and advancement. ","Valid New York State Certification in Art, grades K-12.Demonstrated ability to work in a collaborative environment with key stakeholders, including faculty, students, and parents.Mission-driven with a genuine commitment to fostering future life opportunities for all students.Excellent communication skills, both verbal and written.",,0,1,1,Full-time,,Master's Degree,,Education,0
9835,Director of Product Management,"US, CA, San Mateo ",Engineering,,"#URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e# and Aptitude Staffing Solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!Please direct all communications throughout this process to the HR department at Aptitude Staffing Solutions#EMAIL_0c020555b4dbc1c1e03d03c46cc181bcfde81bf5b20fea95d1bc7dc64c79814c#Darren Lawson | VP of Recruiting | #EMAIL_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9# | #PHONE_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66#","Director, Product Management | San Mateo, CASan Mateo, CA, United States Seeking a talented and experienced Director of Product Management to lead the design of key components of an advanced platform for video advertising. Great for a senior product leader who thrives off chalenges, builds industry-changing products, and can lead a team. The product team is a small group of smart, creative, and disciplined professionals that are eager to master challenging projects and respond well to mentorship and are accustomed to operating under a lean startup environment and practice lean software development. We labor over every product prioritization decision, and we believe in building minimal viable products. Build, measure and learn!Job Responsibilities:Build expertise of the current structure and dynamics of the digital video advertising industry, and develop a point of view about market trends and emerging opportunities.Meet frequently with customers, potential customers, and partners - to develop a deep understanding of their current business processes and product needs.Develop a comprehensive vision and roadmap for product, or suite of products. Build alignment among internal and external stakeholders around this vision. Set aggressive goals for execution, and chart progress.Lead your team of product managers to develop designs that address needs and requirements expressed by internal and external customers. Designs should be simple, minimal, extensible, consistent with existing functionality, and easy to use.  Work with UX designers and engineers to continuously deliver new functionality, in a way that is seamlessly integrated into robust infrastructure and a beautiful user interface.Attract, hire, inspire, and grow a team of superstar product managers.  ","Job Requirements:Must be able to demonstrate and/or describe a substantial software product that you built personally, either on the job or as a personal project, demonstrating your ability to envision, define, and execute independently.5-10 years working as product manager, including 2+ years as a senior product lead on a large-scale web application or enterprise software product with front and back-end processes.Deep knowledge of user experience principles, and experience applying them to build usable user experiencesDeep knowledge of application design principles, including object modeling, extensibility, SOA, etc., and experience applying them to build complex software applicationsProven and continued success collaborating with cross-functional groups including corporate management, engineering, client services, enterprise customers, and direct sales teams.Exceptional and demonstrable problem-solving and design capabilities.Experience with online advertising preferred, but not required.Strong technical aptitude: BS or MS in technical field from top university. Computer science degree preferred.MBA welcomed but not required.","Our core values drive our culture. This is what we believe: Why #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e#? Watch our culture video to learn more.MAKE OUR CUSTOMERS SUCCESSFUL Our customers' success is ours. We live to solve their problems, improve their futures, and exceed their expectations. When our customers win, we win.SET THE BAR HIGH. We're trying to revolutionize an industry, so we can't be just good—we have to be the best. That means striving for the best team, product, and company on the planet.BE ACCOUNTABLE. We own our work. We keep our promises. And we always follow through. We take responsibility for failures, and humble bows for successes. There's no time for excuses and finger pointing.SHOW INTEGRITY. Forget loopholes, back doors, and shades of gray. We just say it. We are honest and straightforward with everyone. The only way we can bring clarity to a chaotic world is to walk-the-walk ourselves.MAKE EACH OTHER BETTER. Everything we achieve, we achieve together. Nobody is too important to grab a broom.ALWAYS MOVE FORWARD. We see the world as it could be, not just as it is. With our passion for finding new solutions to old problems, we're creating that new world. It's a future worth adapting to.The Benefits Generous paid time off to help you maintain a good work-life balanceFully catered lunches available everyday to all employees at the corporate officeOffices fully stocked with snacks and refreshments to keep you energized and productiveExtensive employee benefits and perks to show how much we value your effortsFun team events, company events, employee sponsored events, employee recognition awards, and more!                                                               ",0,1,1,Full-time,Director,Master's Degree,Marketing and Advertising,Engineering,1
2023,Operational Database Administrator ,"GR, I, Athens",Engineering,,"Upstream’s mission is to revolutionise the way companies market to consumers through cutting edge technology. This is an opportunity to collaborate with like-minded people in an environment that embraces individual differences and diversity.We offer a challenging and stimulating environment in which employees have the opportunity to work on a vast range of complex projects at the forefront of technical innovation. We are looking for creative, enthusiastic and open-minded individuals to join our innovative team to help both drive our success and uphold our existing reputation within the marketing technology world.What we believeOur values of integrity, perseverance, innovation and respect are at the heart of our company. Our actions are underpinned by these four values, which have become central to Upstream, providing all of our employees with a clear framework from which to make their decisions.1. Integrity &amp; TrustYou are widely trusted and seen as a direct and truthful individual. You present the unvarnished truth in an appropriate and helpful manner, keeping confidences and admitting mistakes without misrepresenting themselves for personal gain.2. PerseveranceYou pursue work and life with energy, drive and a need to finish; you seldom give up before finishing, especially in the face of resistance or setbacks.3. InnovationYou have good judgement about which creative ideas and suggestions will work and a sense about managing the creative process of others. You have the ability to facilitate effective brainstorming and project how potential ideas may play out in the marketplace.4. RespectYou invest time in peers and demonstrates value and reverence for others when due, encouraging co-workers to express opinions and ideas. You promote equality within the workplace, encouraging praise and recognition from employee to employee as well as from the superiors. Professional Development at UpstreamUpstream offers a variety of resources and a range of opportunities to inspire the best possible performance from our employees. Our vast range of departments and global activities provide a strong platform for career development and professional progression. We boast various methods of progression within the company; whether through an upward advancement within a chosen field, expansion across departments or relocation to another office, creating the opportunity to gain both valuable experience and further insight into the international workings of the business. At Upstream, employees have the opportunity to learn new skills, work across different disciplines and global departments and move into new challenges, all within the same company.","The Operational Database Administrator is responsible to configure, monitor and maintain multiple relational databases in development, staging and production environments.  In addition to day-to-day administration, the DBA  supports the development and operations teams, cooperates with the Business Analysts to deliver standard and custom reports, and has a key role in data migration projects.The position is based in Athens. Key AccountabilitiesProvide operational support for production databasesPerform database archiving, backup, restore and recovery proceduresConduct performance analysis and tuningResolve performance degradation incidents and database outagesRecommend and implement tools for the automated monitoring of multiple production database environmentsMaintain and improve various reporting tools and proceduresMonitor current DB capacity and estimate future resource needsDesign, develop, and implement database jobs and scripts as neededProvide support for developers, testers, and other users interacting with various databases in the environment "," Knowledge, Skills and ExperienceDegree in Computer Science / Engineering or similar disciplineMinimum 4 years experience in Information TechnologyDatabase administration experience in PostgresExperience with procedural SQL and SQL tuningWorking knowledge of a scripting language such as Perl/Ruby or Unix shellBasic Linux administration skillsMust be available to respond to incidents outside of core working hoursFluency in oral and written EnglishPersonal Characteristics Strong analytical thinking and problem solving skillsProactive thinking and acting to prevent future problemsWillingness to work with new technologiesExcellent communication skills and team-oriented work ethicsAbility to work well under pressure with track record of meeting deadlines in challenging situationsDependable, reliable, with clear thinking and attention to detailFlexible work style to get the job done without compromising quality standards","Salary &amp; BenefitsWe offer a competitive base salary and benefits, directly dependent on the candidate’s qualifications and skills. By joining Upstream you will be part of a young, creative and dynamic company undergoing rapid growth and transformation into a global market leader. ",0,1,1,,,,,,0
11629,Sales Professional- SMB (Full-Time),"US, MD, Baltimore",Sales and Research,21600-31200,"Making Mobile Device Management Clear is Clearmark Technologies mission.  Our team is made up of bright people who thrive on using technology to make a difference. We're friendly, ethical, and check our egos at the door. Most importantly, we want to grow together through support and mentorship. We offer a competitive salary package, benefits, paid time off, and a technology allowance. ","- Maintain a high level of Clearmark solution expertise and competitive intelligence- Guide team members to identify decision makers amongst the targeted leads in order to initiate the sales process.- Provide compelling product demos via the phone along-side the dedicated Account Executive; emphasizing service features and benefits, discussing contract terms, quoting prices, and preparing sales orders- Work with individual Account Executives to develop sales plans in order to maximize revenues- Ensure that accurate and complete information is submitted in CRM- Provide regular updates to management regarding opportunities, trends and challenges- Lead sales team to meet and/or exceed monthly and quarterly quota objectives- Support Recruitment and Human Resource functions including: interviewing, hiring, and termination recommendations- Collaborate with Corporate Sales Trainer on employee development- Establish and maintain department procedures; provide feedback, make suggestions to management- Act as first line of contact for management involvement on high-profile issues- Maintain effective communication across key departments and senior leadership team- Represent yourself and Clearmark in a highly professional manner",Job Requirements High School Diploma or GEDPass Drug ScreenClean Criminal History CheckOptional 6-12 months of sales experience  ,401kHealth InsurancePaid Time OffVacation TimeBonus ,0,1,0,Full-time,Entry level,High School or equivalent,Computer & Network Security,Sales,1
14113,Senior Data Scientist,"GB, LND, London",Engineering,,"As a growing and successful startup, Conversocial is a great place to work for ambitious individuals.We build a market leading social customer service solution, and we need even more great people to help us push that position even further. You’ll get the opportunity to work in an exciting new market, where we’re helping companies to understand the solution to their problems and are changing the way they interact with consumers.We have a trusting, hands-off management style, which is suited for people that are self-motivated.Our employees have the opportunity for independence and responsibility over their own projects, but we provide all the support and training they need to get there and to develop their careers.At Conversocial we like to balance work and play.We eat lunch together everyday (a company perk) and all enjoy a Friday treat of cake and few drinks. Our close-knit team is very sociable, which makes the Conversocial office a relaxed, fun and supportive working environment.","Conversocial builds software that helps companies deliver customer service on social media platforms. If you tweet one of our customers we pull that in and provide tools to make it easy for one of their customer service agents to reply to you on Twitter. These tools range from workflow through to analytics through to machine learning to prioritise issues over general chatter.As a data scientist you will be responsible for all of its machine learning features. This includes undertaking new projects to drive the business further, make even more use of our data as well as building on top of the existing models to make them even better.What We Care AboutAt Conversocial we care about doing things right without overengineering them. We have a huge bias towards incremental improvement - a 10% improvement this week is better than a 20% improvement in a month's time.We encourage learning at Conversocial. Everyone on the engineering team gets an annual conference allowance. There is a lunchtime presentation every week (alternating between technical and non-technical) - participation isn't mandatory but is encouraged!Conversocial relies on a lot of open source technologies, where possible we submit fixes and improvements back to the open source projects that we use. We also try to open source our own technologies when it makes sense to do so.Techniques, Tools and TechnologyConversocial's core platform is built using Python, MySQL and MongoDB. We try to use the best tools for the job without cutting ourselves too much on the bleeding edge. We strongly encourage best practices such as using the correct metric for the problem.About Data Science at ConversocialThe data scientist is part of the engineering team and is expected to write production ready code. For this fluency in python is preferred. Any other language will be accepted with the willingness to learn python.Experience with open source machine learning libraries e.g. scikit-learn, NLTK is highly desirable. This could have been used through academic research, side projects or data science competitions.Conversocial has large data sets of textual data so experience with natural language processing will be a plus. Predictive modelling experience is presumed.At conversocial there is an opportunity to have a large impact. You can work with other teams in the company and start new projects with them. Being creative is also a nice trait as you could completely change the way problems are tackled. Knowledge sharing is also appreciated and there will be opportunities to mentor others.",Good working knowledge of Python or similar languageKnowledge of common machine learning techniquesA focus on text-based machine learning problemsAbility to realise when big data isn't bigAbility to work in a tight-knit team,Salary of £40-55k plus stock options£2k annual conference allowanceLunch bought by the company every dayRelaxed and enjoyable environment to work in,0,1,0,,,,,Engineering,0
17618,Office Assistant III,"US, FL, jacksonville",,2000-3000,,"Essential DutiesGreets callers and visitors, directs them to the proper source and answers questions; sometimes deals with difficult situationsOpens, sorts, distributes mail, correspondence, copies or other materialsProofreads figures, forms, letters and/or reports for accuracyAttends work dailyIs engaged and on taskPerforms related work as assigned",Minimum QualificationsA high school graduate or equivalent (business school or some college preferred).  Leadership qualities and communication skills are necessary.  Ability to use computers in a broad range of applications such as but not limited to the following: Word Processing;Spreadsheet Data Entry and Spreadsheet Design;Database Maintenance;Internet Search Engines.,"All candidates are eligible for benefits including but not limited to: Medical, Dental, Vision, and 401k.",0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Administrative,1
16488,Chief Financial Officer,"EG, C, Cairo, Nasr City",Management,300000-450000,"Thanks for visiting our Job Board. Please review our open positions and apply to the positions that match your qualifications.Cequens is a global cloud communication carrier with customers in over 40 countries, specialized in advanced Mobile Messaging Services all over the world. Its activities include providing MT (Mobile Terminate) and MO (Mobile Originate) connectivity for large SMS clients and aggregators ranging from enterprises to multi-nationals and public sector organizations, supplying high quality SMS solutions for business use, the company is a licensed SMS aggregator in Egypt and Saudi Arabia and maintain branches in those countries.Vision To be the number one, most successful messaging company in the markets we serve.Mission""To Unleash the World's Power to Communicate""Our Core valuesInnovationExcellenceTeamworkFlexibilitySecuritySustainabilityCequens Team                                                            We believe in choosing the best calibers and assisting them in continuing to develop their potential and qualifications. A good working environment, the right motivation and great teamwork is the way we use to successfully achieve our goals.","Role SummaryResponsible for overseeing and directing the organization's financial goals, objectives, and budgets. Meets with the Board and other company executives to develop financial goals and budgets.Main duties and responsibilitiesAssist in performing all tasks necessary to achieve the organization's mission and help execute staff succession and growth plans.Work with the President/CEO on the strategic vision including fostering and cultivating stakeholder relationships on city, state, and national levels, as well as assisting in the development and negotiation of contracts.Participate in developing new business, specifically: assist the CEO and COO in identifying new funding opportunities, the drafting of prospective programmatic budgets, and determining cost effectiveness of prospective service delivery.Ensure adequate controls are installed and that substantiating documentation is approved and available such that all purchases may pass independent and governmental audits.Provide the COO with an operating budget. Work with the COO to ensure programmatic success through cost analysis support, and compliance with all contractual and programmatic requirements.Oversee the coordination of all fiscal reporting activities for the organization.Attend Board and Subcommittee meetings; including being the lead staff on the Audit/Finance Committee.Ensure adequate cash flow to meet the organization's needs.Investigate cost-effective benefit plans and other fringe benefits which the organization may offer employees and potential employees with the goal of attracting and retaining qualified individuals.Oversee the production of monthly reports including reconciliations with funders and pension plan requirements, as well as financial statements and cash flow projections for use by Executive management.Oversee Accounts Payable and Accounts Receivable and ensure a disaster recovery plan is in place.Oversee the maintenance of the inventory of all fixed assets, including assets purchased with government funds.",12+ years relevant experience. Master’s degree is a plus.CMA and CPA or equivalent degree.,"Attractive pay packageMobile allowanceTransportation allowancePersonal loansFlexible hoursMedical insuranceSocial insurancePaid vacationsSocial activitiesTraining &amp; developmentTuition assistanceProfit ShareCequens Team                                                     We believe in choosing the best calibers and assisting them in continuing to develop their potential and qualifications. A good working environment, the right motivation and great teamwork is the way we use to successfully achieve our goals.About usWe are a leading technology corporation that specializes in mobile messaging services and solutions. Serving hundreds of renowned customers in more than 40 countries worldwide, please visit our website #URL_414f2c0c30d37b5a8db0880b6d51f6b9b08fc03a22553f0d0a568b2687dc8e3e# to know more about us.  ",0,1,0,Full-time,Executive,Master's Degree,Telecommunications,Management,0
172,System Administrator,"GB, CMD, London",Technology,30000-35000,"The Technical Team and offering at VML London has a very strong heritage dating back to the mid-nineties when the London office was founded. Back in those days we were one of the first few purely digital marketing agencies in London; and back then things were a lot more technically driven than they often are today; as such the Technology team here continues to enjoy a strong strategic influence on the work that the agency undertakes and the clients that we engage.It just works.Technology is brilliant when you don’t have to think about it. That’s what we strive for in our solutions. Our technology team has a strong strategic influence on the work we undertake and are involved as soon as the brief lands. They stay involved throughout strategy, creative concepting and design. Acting as important enablers, we bring new and emerging technology to the table to successfully marry the requirements of our clients with the vision of our creatives.Open standards, open minds.We aim to deliver the most elegant technical solution for your budget, and maintain a technology agnostic approach to development in order to achieve that. Technology can be expensive, both in terms of hard costs and costly mistakes, so we’re as careful with your money as we are with our own.   Perhaps that’s why some of our clients have been with us for over 10 years. When faced with a new problem our first instinct is always to see if someone else has already solved it. As such, the solutions we design are built on the rich eco-system of open source software (OSS); the proven and battle-tested kind that we know will not just do the job quickly and cost-effectively, but also robustly. Where OSS isn't appropriate we always favour solutions that are built to open standards that we know will integrate well with other technologies.Strong partnerships.Our work is complemented by strong partnerships with technology vendors and suppliers.   Proven over time, our established strategic relationships with many of the leaders in software, hardware and other technology solutions help ensure we’re able to continue to offer best-in-class technical solutions for our clients.What we do:High availability and high performance website architecture &amp; developmentWeb content management solutionsCreative technology ideationContent optimisation, search and analyticsHigh volume, multi-locale email campaignsMobile optimisationLocalisation","The role of the SAs is a vital role in the running of the platforms VML manage! We have a number of clients’ sites that require SA skills and maintenance as well as numerous internal machines/sites that need to be looked after.We are looking for a passionate SA to join the team to bring TLC to the platforms, to make them feel warm, loved and cared for and to keep them happy and running! As well as build new platforms and tools, support in-house development platforms and provide advice and knowledge about OS/DBA/hardware where needed. Role summary:What does the role of the SA entail for us…. Well:a)     Building new environment for clients, be it on the cloud platforms (Azure or AWS) or on bare-metalb)     Maintaining current sites (live and development) which are running Ubuntu, RHEL(4,5 and 6), Windows (not in live), with MySQL, Java, Tomcat, Apache webserver, NGnix, etc.. configurationsc)      Returning sites/machines to working state when they have crashes/had an outaged)     Pro-active maintenance and support to minimize outagese)     Building and configuring new support tools/platforms (e.g. JIRA, Confluence, Hudson etc..) as and when required.f)      Supporting and providing ideas and solutions for the Technical team for OS/DB issues (e.g. suggested infrastructures) etc..","Detailed knowledge of the Linux OS (RHEL ideally, with Ubuntu knowledge)DBA skills in MySQL (e.g. backups, restores, configurations), other DBs acceptableWebserver configuration (Apache and NGnix)Knowledge of Java based application systems (Tomcat ideal, JBoss and others acceptable)Knowledge of scripting (shell/php/sed/awk/etc..)Willingness to support out of hours and be on call if requiredAWS/Azure/Bare-metal builds.Hudson/Jenkins/Automated build and deploy tools (installation and maintenance)Source Control (SVN/GIT) installation and maintenanceGood written and verbal skills Useful extra knowledge and skills:Experience with CMS systems (CQ)Programming knowledge (Java ideal)Virtualization (e.g. HyperV)Windows server support and IIS knowledgePostgres DBA skillsKnowledge of Vagrant, Maven, PuppetLDAPSambaKey responsibilities:Maintaining and supporting live sites/machinesMaintaining and supporting development sites/machinesDeployments of code to multiple environments.Pro-active maintenanceTrouble-shooting and diagnosing issuesBuilding new environments.Taking the lead – proposing solutions, not expecting them to be given to you!Writing (where applicable) P1/2 reports. Challenges of the roleCoping with multiple, sometimes overlapping work streams – including P1 outagesBleeding edge technology changes Communicating with major stakeholders (TD, MD, CFO, Ops Dir etc..)Proposing technical OS/DB solutions for platforms and sites as required.Making sure the live sites *never* go down!!! ",,0,1,0,Full-time,Associate,Vocational,Marketing and Advertising,Information Technology,0
14805,New Product Development Project Leader - Full Time Permanent Job,"US, GA, Atlanta",,,"We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs.",Coordination and project management of New Product Development projects:Act as team leader and perform project management duties on New Product Development projects by leading cross functional teams through a defined and gated NPD process.,"Location - Atlanta, GA, USAJob Type – PermanentJob Requirements &amp; Responsibilities –SPECIFIC RESPONSIBILITIESCoordination and project management of New Product Development projects:Act as team leader and perform project management duties on New Product Development projects by leading cross functional teams through a defined and gated NPD process.Lead cross functional teams through the development of a project timeline and maintain it throughout the life of the project. Periodically present the status of the project to management.Facilitate and coordinate project activities to minimize project timelines.Assign to alternate members find alternative resources or personally complete project tasks for team members who are absent or unable to complete tasks per the timeline.Develop and manage the project budget with the team including development expense capital tooling and expense tooling.Guide the team to develop new products that meet cost targets. Primarily responsible for creating preliminary product cost estimates in conjunction with engineering. Primarily responsible for the accuracy of preliminary cost estimates and final costing of products.Define roles &amp; responsibilities for team members in undefined processes when new processes are created or unique instances occur.Manage the collection of project data for NPD process gate exits and release for shipment documents.Facilitate team meetings and record meeting minutes.Connect members to appropriate personnel including manufacturing test labs legal etc.Drive the team manufacturing personnel and supply chain towards on time completion of the pilot build and inventory build.EDUCATION AND EXPERIENCE REQUIREMENTSBachelor of Science degree in Engineering (or other applicable four year degree) and a minimum of eight years of experience in project management product design process engineering or manufacturing engineering. Alternately fifteen years of experience and proven ability in related field or work environment. Experience in managing projects working in cross-functional team environment and/or functioning as project team leader required. Strong organizational and communication skills required.Visit  : #URL_ec64af2b4fe2ca316e828f93b0cd098c22f8beba98dcac09d4dd7384b221a5e8#-#URL_9753a54b28303bf636a2816399b9c255d76fabb791336a4c748da2611a23264f#",,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Management,0
10965,Customer Service Team Lead ,"US, FL, Miami",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","We are currently seeking a Customer Service Team Lead. The right candidate will be an integral part of our talented team, supporting our continued growth. This position will be located in our Miami, FL location.Responsibilities include, but are not limited to:Coordinate work for Customer Service AssociatesRun mail meter equipmentHandle time-off requests and day-to-day processes of the teamHelp resolve employee and customer concerns/issuesAdministrative services/processing large volume reports using excel and assisting manager with quarterly business reviewsLift large bundles of mail and make mail deliveriesProvide S&amp;R dutiesHandle time-sensitive materialPerform duties and special requests as assigned by    managementBalance workload; provide guidance and direction to team; serve as focal point for communication with customer and company personnelEnsure operating and quality standards are met based on service objectivesMaintain accuracy of required reports, logs and measurementsEnsure the highest levels of customer careEnsure adherence to business guidelines, safety &amp; security proceduresResponsible for all aspects of equipment; make appropriate equipment recommendationsProvide constructive feedback and recognition to teamSupport financial results by minimizing site waste and rework ","Required Qualifications:Experience coordinating/deploying work to employees requiredMinimum of 1-year customer service related experience requiredMinimum of 1 year of professional office experience requiredPost office, Mail or previous Shipping/Receiving experience requiredComputer proficiency in email environments, MS Word/Excel Ability to resolve employee and customer concerns/issuesAbility to communicate both verbally and written with customers and company personnelHigh school diploma or equivalent (GED)Ability to effectively work individually or in a team environmentAbility to handle multiple projects simultaneouslyStrong organizational and administrative skills requiredAbility to meet employer's attendance policyHeavy Lifting up to 55lbsAbility to adhere and administer companies policies and proceduresStanding for long periods of timeSignificant walkingWillingness to work overtime if neededWillingness to submit to a pre-employment drug screen and criminal background check ",,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
17792,Data Entry Admin/Clerical Positions - Work From Home,"US, NE, Omaha",,,,ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply This is a Full Time Temporary Position Lasting for 2 yearsDescriptionValidate and review legal contractual agreements for customers Input contract into contract databases All contracts completed &amp; reviewed within per-determined service level agreement Professional e-mail interaction with customers Scanning and uploading of documents QualificationsHigh School Diploma or Equivalent Professional Communication Skills via e-mail interactionDedicated to the needs of the business Project management skills to assist in facilitating multiple contract rejects Detail oriented Able to multi-taskAbility to work with time sensitive documents Must be able to work independently but able to perform in a team environment when needed. Fast and accurate typist ACCEPTING ONLINE APPLICATIONS ONLYClick Here To Apply,,,0,0,0,,,,,,1
3169,Junior Web Marketing Specialist,"GR, I, Ilion",Web Marketing και Social,,"Η Atnet Communications A.E. είναι μια αμιγώς ελληνική εταιρία η οποία δραστηριοποιείται στο χώρο του interactive marketing και της επικοινωνίας. Είμαστε ένα σύνολο εξειδικευμένων επαγγελματιών με διαφορετικό γνωστικό υπόβαθρο που μας ενώνει ένας κοινός στόχος. Να δημιουργούμε, μέσα από τη σύνθεση των απόψεων, έργα που ξεχωρίζουν και μας γεμίζουν με ικανοποίηση.","Η Atnet Communications αναζητά Junior Web Marketing Specialist για να ενταχθεί στο Web Marketing και Social Department της.Ο υποψήφιος θα είναι υπεύθυνος για το στήσιμο, την επίβλεψη και την διαχείριση καμπανιών των πελατών της Atnet στο Google AdWords, το Facebook και σε άλλα μέσα.Επίσης, θα συμμετέχει στην υλοποίηση ενεργειών email marketing και επικοινωνίας στα Social media.Ο υποψήφιος, είναι επιθυμητό να είναι εξοικειωμένος με τις τακτικές του Search Engine Optimization (SEO) και γενικότερα με τα εργαλεία της Google.","Απαιτούμενα προσόντα:Hands-on εμπειρία στην διαχείριση Adwords accountsΕξοικείωση με το  Google AnalyticsΕξοικείωση με Facebook AdsMS Excel, PowerPoint, AccessΕπιθυμητά προσόντα:Πιστοποίηση Google AdwordsΕμπειρία σε Search Engine OptimizationΠτυχίο σε Marketing ή Πληροφορική",H θέση αφορά μόνιμη απασχόληση στην περιοχή του Ιλίου. Οι αποδοχές θα διαμορφωθούν ανάλογα με τα προσόντα και την εμπειρία του κάθε υποψηφίου,0,1,1,Full-time,Entry level,,Marketing and Advertising,Marketing,0
17684,Assistant Accountant/immediate start,"AU, NSW, Sydney",,25000-30000,,"Our organisation is seeking students / graduates with a finance, business or commerce related degree qualifications. We want to hear from you if you are seeking experience in genuine, professional environments. We have several exceptional positions available for immediate start. You will be degree qualified or partially through your degree with good attention to detail as well as good communication skills. You will also have strong organisational skills, a willingness to learn coupled with exceptional numerical skills. Position: You will ultimately be responsible for supporting the accounting team in general finance admin responsibilities. This will include high volume data entry that will require phenomenal attention to detail and strong Excel skills. You will be responsible for working proactively to investigate and resolve queries with internal stakeholders.",Requirements: You must have commenced either your CA or CPA studies Excellent communication and interpersonal skills are essential Exposure to purchase ledger reporting &amp; a demonstrable understanding of basic accounting principlesLarge ERP system exposure is definitely advantageousComputer literateAbility to work under pressure and meet deadlinesHigh level attention to detail including strong numeracy skillsA mature and logical approachProblem solving skills,"If you are interested, please send your resume in word fomat only.",0,0,0,Part-time,,,Accounting,Accounting/Auditing,1
